"path";"id";"parent_id";"level";"object_id";"object_type";"query_status";"query_time";"query_type";"message";"created_time";"updated_time";"from.name";"created_time";"updated_time";"from.id";"comments.data";"comments.summary.order";"comments.summary.total_count";"comments.summary.can_comment";"id";"shares.count"
"228735667216_10158320178027217";"20";"1";"1";"228735667216_10158320178027217";"data";"fetched (200)";"2020-11-19 20:42:58.068637";"Facebook:/<page-id>/posts";"""Thanks to poll workers, elections are possible.""  US poll workers are usually over 60, but this year record numbers of young people took up the job. We asked some why they wanted to get involved.  bbc.in/US2020Guide";"2020-11-19T00:20:28+0000";"2020-11-19T14:36:51+0000";"BBC News";"2020-11-19T00:20:28+0000";"2020-11-19T14:36:51+0000";"228735667216";"";"ranked";"64";"True";"228735667216_10158320178027217";"73"
