"level";"id";"parent_id";"object_id";"object_type";"query_status";"query_time";"query_type";"message";"created_time";"updated_time";"from.name";"created_time";"updated_time";"from.id";"comments.data";"comments.summary.order";"comments.summary.total_count";"comments.summary.can_comment";"id";"shares.count"
"1";"15";"1";"55845270277_208165497357487";"data";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"WATCH LIVE: Our team speaks with BioNTech's Ugur Sahin as Pfizer and partner BioNTech's COVID-19 vaccine is found to be 95% effective in analysis. https://abcn.ws/3kEm0ho  Plus, we have an update on the presidential transition. https://abcn.ws/35FFvSb";"2020-11-18T19:59:16+0000";"2020-11-19T15:00:01+0000";"World News Now";"2020-11-18T19:59:16+0000";"2020-11-19T15:00:01+0000";"55845270277";"";"ranked";"10";"True";"55845270277_208165497357487";"7"
"1";"16";"1";"55845270277_3751280504917290";"data";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"WATCH LIVE: South Dakota Gov. Noem holds news conference. https://abcn.ws/3kEm0ho";"2020-11-18T19:07:15+0000";"2020-11-19T00:26:20+0000";"World News Now";"2020-11-18T19:07:15+0000";"2020-11-19T00:26:20+0000";"55845270277";"";"ranked";"6";"True";"55845270277_3751280504917290";"3"
"1";"17";"1";"55845270277_806332293479974";"data";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"HAPPENING NOW: New York Gov. Cuomo holds news conference. https://abcn.ws/3kEm0ho";"2020-11-18T18:40:38+0000";"2020-11-19T06:38:15+0000";"World News Now";"2020-11-18T18:40:38+0000";"2020-11-19T06:38:15+0000";"55845270277";"";"ranked";"30";"True";"55845270277_806332293479974";"13"
"1";"18";"1";"55845270277_787519865433273";"data";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"WATCH LIVE: President-elect Biden participates in virtual roundtable with front line health care workers. https://abcn.ws/3kEm0ho";"2020-11-18T18:32:47+0000";"2020-11-19T13:43:53+0000";"World News Now";"2020-11-18T18:32:47+0000";"2020-11-19T13:43:53+0000";"55845270277";"";"ranked";"56";"True";"55845270277_787519865433273";"21"
"1";"19";"1";"55845270277_10160363413180278";"data";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"The Wisconsin Elections Commission says it received $3 million from the Trump campaign.";"2020-11-18T18:29:35+0000";"2020-11-19T15:00:40+0000";"World News Now";"2020-11-18T18:29:35+0000";"2020-11-19T15:00:40+0000";"55845270277";"";"ranked";"104";"True";"55845270277_10160363413180278";"23"
"1";"20";"1";"55845270277_10160363409690278";"data";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"";"2020-11-18T18:28:08+0000";"2020-11-19T15:14:11+0000";"World News Now";"2020-11-18T18:28:08+0000";"2020-11-19T15:14:11+0000";"55845270277";"";"ranked";"174";"True";"55845270277_10160363409690278";"23"
"1";"21";"1";"55845270277_10160363407905278";"data";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"""I knew that I wanted to give him more than just I could give him, to say thank you,"" mom Samantha Whiting of Texas said of the man who bravely saved her daughter from drowning.";"2020-11-18T18:26:59+0000";"2020-11-19T00:26:50+0000";"World News Now";"2020-11-18T18:26:59+0000";"2020-11-19T00:26:50+0000";"55845270277";"";"ranked";"3";"True";"55845270277_10160363407905278";"7"
"1";"22";"1";"55845270277_10160363405690278";"data";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"";"2020-11-18T18:25:35+0000";"2020-11-19T05:28:07+0000";"World News Now";"2020-11-18T18:25:35+0000";"2020-11-19T05:28:07+0000";"55845270277";"";"ranked";"2";"True";"55845270277_10160363405690278";"2"
"1";"23";"1";"55845270277_10160363402910278";"data";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"""When your child comes out as trans, the best thing to do is create a photo shoot to celebrate the fact that he silently and bravely stepped out of the race that he never wanted to be in, found his own lane and proceeded to win. HAPPY 20TH BIRTHDAY, Adrian!"" Mom Heather Green from Louisville, Kentucky wrote on Facebook.";"2020-11-18T18:24:22+0000";"2020-11-19T13:46:42+0000";"World News Now";"2020-11-18T18:24:22+0000";"2020-11-19T13:46:42+0000";"55845270277";"";"ranked";"13";"True";"55845270277_10160363402910278";"3"
"1";"24";"1";"55845270277_10160363400245278";"data";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"The Boeing 737 Max received Federal Aviation Administration approval to reenter commercial service Wednesday morning -- marking an end to one of the longest aircraft groundings in history.";"2020-11-18T18:23:01+0000";"2020-11-19T01:45:10+0000";"World News Now";"2020-11-18T18:23:01+0000";"2020-11-19T01:45:10+0000";"55845270277";"";"ranked";"3";"True";"55845270277_10160363400245278";"3"
"1";"25";"1";"55845270277_10160363397430278";"data";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"NEW: Pfizer and partner BioNTech announced their coronavirus vaccine is more than 95% effective in the final analysis of its massive Phase 3 trial";"2020-11-18T18:21:27+0000";"2020-11-18T18:21:27+0000";"World News Now";"2020-11-18T18:21:27+0000";"2020-11-18T18:21:27+0000";"55845270277";"";"ranked";"1";"True";"55845270277_10160363397430278";"5"
"1";"26";"1";"55845270277_425448915128374";"data";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"WATCH LIVE: Senior HHS officials hold briefing on Operation Warp Speed, COVID-19 vaccines.";"2020-11-18T18:20:24+0000";"2020-11-18T22:09:53+0000";"World News Now";"2020-11-18T18:20:24+0000";"2020-11-18T22:09:53+0000";"55845270277";"";"ranked";"4";"True";"55845270277_425448915128374";"7"
"1";"27";"1";"55845270277";"offcut";"fetched (200)";"2020-11-19 20:45:52.740463";"Facebook:/<page-id>/posts";"";"";"";"";"";"";"";"";"";"";"";"";""
